ID,Query,Subject,FreebasePredicate,PredicateList,tagme,tagme_rho,spot0.3,spot0.4,spot0.5,spot0.6
27408,What genre of book is the treasure in the royal tower,http://dbpedia.org/resource/The_Treasure_in_the_Royal_Tower_(novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Nancy_Drew:_Treasure_in_the_Royal_Tower,0.5,,,,
27464,which country is the movie raadha aur seeta from,http://dbpedia.org/resource/Raadha_Aur_Seeta,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Raadha_Aur_Seeta,0.5,,,,
27487,what kind of book is crazy,http://dbpedia.org/resource/Crazy_(novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Insanity,0.049131959676742554,,,,
27490,What is the title of a suspense book?,http://dbpedia.org/resource/Suspense,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Book,0.2008863389492035,,,,
27500,"What country is ricardo, miriam y fidel about?","http://dbpedia.org/resource/Ricardo,_Miriam_y_Fidel",country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]","http://dbpedia.org/resource/Ricardo,_Miriam_y_Fidel",0.5,http://dbpedia.org/resource/Minimum_information_required_in_the_annotation_of_models,http://dbpedia.org/resource/Minimum_information_required_in_the_annotation_of_models,http://dbpedia.org/resource/Minimum_information_required_in_the_annotation_of_models,http://dbpedia.org/resource/Minimum_information_required_in_the_annotation_of_models
27622,Name the biography written by Milton Meltzer?,http://dbpedia.org/resource/Biography,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Milton_Meltzer,0.5,http://dbpedia.org/resource/Milton_Meltzer,http://dbpedia.org/resource/Milton_Meltzer,http://dbpedia.org/resource/Milton_Meltzer,http://dbpedia.org/resource/Milton_Meltzer
27837,what is the company producer of the game outlive,http://dbpedia.org/resource/Outlive,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Record_producer,0.13481950759887695,http://dbpedia.org/resource/Record_producer,http://dbpedia.org/resource/Record_producer,http://dbpedia.org/resource/Record_producer,http://dbpedia.org/resource/Record_producer
27937,What is a novel in the literary drama romance?,http://dbpedia.org/resource/Romance_novel,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Chivalric_romance,0.3221391439437866,http://dbpedia.org/resource/Drama,http://dbpedia.org/resource/Drama,http://dbpedia.org/resource/Drama,http://dbpedia.org/resource/Drama
28037,joe & mac was published by what company,http://dbpedia.org/resource/Joe_&_Mac,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Joe_(singer),0.004050158895552158,,,,
28088,what is the genre for the book brain droppings,http://dbpedia.org/resource/Brain_Droppings,genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Brain_Droppings,0.5,,,,
28140,what is the name of a book by deepak chopra,http://dbpedia.org/resource/Deepak_Chopra,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Deepak_Chopra,0.5846473574638367,http://dbpedia.org/resource/Deepak_Chopra,http://dbpedia.org/resource/Deepak_Chopra,http://dbpedia.org/resource/Deepak_Chopra,http://dbpedia.org/resource/Deepak_Chopra
28160,what type of book is skin trade,http://dbpedia.org/resource/Skin_Trade_(Anita_Blake:_Vampire_Hunter_novel),genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Skin_Trade_(Anita_Blake:_Vampire_Hunter_novel),0.32258063554763794,http://dbpedia.org/resource/Skin_Trade_(Hamilton_novel),http://dbpedia.org/resource/Skin_Trade_(Hamilton_novel),http://dbpedia.org/resource/Skin_Trade_(Hamilton_novel),http://dbpedia.org/resource/Skin_Trade_(Hamilton_novel)
28239,what kind of book is the soldiers art?,http://dbpedia.org/resource/The_Soldier's_Art,genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Book,0.13452409207820892,,,,
28296,who is the publisher of metal warriors,http://dbpedia.org/resource/Metal_Warriors,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Metal_Warriors,0.1918763965368271,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing
28305,what country is el bonaerense filmed in,http://dbpedia.org/resource/El_Bonaerense,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/El_Bonaerense,0.5,,,,
28423,what book is in the literary genre science fiction?,http://dbpedia.org/resource/Science_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Science_fiction,0.4461907148361206,http://dbpedia.org/resource/Literary_genre,http://dbpedia.org/resource/Literary_genre,http://dbpedia.org/resource/Literary_genre,http://dbpedia.org/resource/Literary_genre
28434,what book is a historical fiction?,http://dbpedia.org/resource/Historical_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Historical_fiction,0.32377132773399353,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Historical_fiction
28499,what is the title of a  speculative fiction book,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Speculative_fiction,0.364932656288147,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
28510,which country made georgica,http://dbpedia.org/resource/Georgica_(film),country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Georgica_(film),0.0670103058218956,http://dbpedia.org/resource/Georgics,http://dbpedia.org/resource/Georgics,http://dbpedia.org/resource/Georgics,http://dbpedia.org/resource/Georgics
28542,Name a book that is a biography,http://dbpedia.org/resource/Biography,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Book,0.2031385451555252,,,,
28579,what book is a fiction book?,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fiction,0.25554829835891724,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
28606,What was written by peter abrahams,http://dbpedia.org/resource/Peter_Abrahams_(American_author),book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Peter_Abrahams,0.6917911767959595,http://dbpedia.org/resource/Peter_Abrahams,http://dbpedia.org/resource/Peter_Abrahams,http://dbpedia.org/resource/Peter_Abrahams,http://dbpedia.org/resource/Peter_Abrahams
28646,Which company published need for speed ii?,http://dbpedia.org/resource/Need_for_Speed_II,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Need_for_Speed_II,0.6079446077346802,,,,
28727,What is the name of a book written by jack kerouac,http://dbpedia.org/resource/Jack_Kerouac,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Jack_Kerouac,0.5938868522644043,http://dbpedia.org/resource/Jack_Kerouac,http://dbpedia.org/resource/Jack_Kerouac,http://dbpedia.org/resource/Jack_Kerouac,http://dbpedia.org/resource/Jack_Kerouac
28745,What is the name of a crime fiction novel?,http://dbpedia.org/resource/Crime_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Crime_fiction,0.3806200623512268,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Crime_fiction
28755,What is the title of a fiction book?,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Book,0.24659371376037598,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
28789,What author wrote by heresies distressed?,http://dbpedia.org/resource/By_Heresies_Distressed,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/By_Heresies_Distressed,0.4375,http://dbpedia.org/resource/Heresy,http://dbpedia.org/resource/Heresy,http://dbpedia.org/resource/Heresy,http://dbpedia.org/resource/Heresy
28864,what books fall under the fiction genre,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Genre,0.26173487305641174,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
28891,who wrote cover up?,http://dbpedia.org/resource/Cover_Up_(Feinstein_novel),author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Cover_Up_(UB40_album),0.21344345808029175,,,,
28918,what is a book written by jennifer crusie,http://dbpedia.org/resource/Jennifer_Crusie,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Jennifer_Crusie,0.5,http://dbpedia.org/resource/Jennifer_Crusie,http://dbpedia.org/resource/Jennifer_Crusie,http://dbpedia.org/resource/Jennifer_Crusie,http://dbpedia.org/resource/Jennifer_Crusie
28926,who is the author of lassommoir?,http://dbpedia.org/resource/L'Assommoir,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Author,0.053543128073215485,,,,
28957,What kind of book is devil in a blue dress,http://dbpedia.org/resource/Devil_in_a_Blue_Dress,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Devil_in_a_Blue_Dress_(film),0.5,http://dbpedia.org/resource/Devil,http://dbpedia.org/resource/Devil,http://dbpedia.org/resource/Devil,http://dbpedia.org/resource/Devil
28958,Who wrote a dangerous path,http://dbpedia.org/resource/A_Dangerous_Path,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/A_Dangerous_Path,0.5,,,,
29049,which country produced king arthur,http://dbpedia.org/resource/King_Arthur_(film),country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/King_Arthur_(film),0.4889754056930542,http://dbpedia.org/resource/King_Arthur,http://dbpedia.org/resource/King_Arthur,http://dbpedia.org/resource/King_Arthur,http://dbpedia.org/resource/King_Arthur
29125,who authored the immigrants,http://dbpedia.org/resource/The_Immigrants,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Immigration_to_the_United_States,0.16522473096847534,,,,
29139,whats the title of a book in the speculative fiction genre,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/WHATS'On_(Software),0.5,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
29171,who is the producer of x-men ii: the fall of the mutants,http://dbpedia.org/resource/X-Men_II:_The_Fall_of_the_Mutants,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/X-Men_II:_The_Fall_of_the_Mutants,0.601598858833313,http://dbpedia.org/resource/Record_producer,http://dbpedia.org/resource/Record_producer,http://dbpedia.org/resource/Record_producer,http://dbpedia.org/resource/Record_producer
29207,what did edgar allan poe write,http://dbpedia.org/resource/Edgar_Allan_Poe,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Edgar_Allan_Poe,0.6480507850646973,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Allan_Poe,http://dbpedia.org/resource/Edgar_Allan_Poe
29236,what country made the film the final winter,http://dbpedia.org/resource/The_Final_Winter,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/What_a_Country!,0.4545454680919647,,,,
29315,what kind of book is the ghost pirates?,http://dbpedia.org/resource/The_Ghost_Pirates,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Ghost_Pirates,0.3125,http://dbpedia.org/resource/Piracy,http://dbpedia.org/resource/Piracy,http://dbpedia.org/resource/Piracy,http://dbpedia.org/resource/Piracy
29340,which author wrote the mandelbaum gate,http://dbpedia.org/resource/The_Mandelbaum_Gate,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Mandelbaum_Gate,0.5,http://dbpedia.org/resource/Gate,http://dbpedia.org/resource/Gate,http://dbpedia.org/resource/Gate,http://dbpedia.org/resource/Gate
29394,was 1922 crime novel was written by edgar wallace,http://dbpedia.org/resource/Edgar_Wallace,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Edgar_Wallace,0.7103877067565918,http://dbpedia.org/resource/Crime_film,http://dbpedia.org/resource/Crime_film,http://dbpedia.org/resource/Crime_film,http://dbpedia.org/resource/Crime_film
29425,which british company published dark fusion,http://dbpedia.org/resource/Dark_Fusion,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Dark_Fusion,0.1785714328289032,,,,
29450,who is the author of the burning world?,http://dbpedia.org/resource/The_Burning_World_(novel),author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Burning_World_(album),0.4583333432674408,,,,
29460,how is space viking classified,http://dbpedia.org/resource/Space_Viking,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Space_Viking,0.5,http://dbpedia.org/resource/Space_Viking,http://dbpedia.org/resource/Space_Viking,http://dbpedia.org/resource/Space_Viking,http://dbpedia.org/resource/Space_Viking
29480,what type of the subject matter can be found in the entropy tango,http://dbpedia.org/resource/The_Entropy_Tango,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Entropy_Tango,0.44999998807907104,http://dbpedia.org/resource/Entropy,http://dbpedia.org/resource/Entropy,http://dbpedia.org/resource/Entropy,http://dbpedia.org/resource/Entropy
29481,is the celestial omnibus a short story or a novel?,http://dbpedia.org/resource/The_Celestial_Omnibus,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Celestial_Omnibus,0.37255874276161194,http://dbpedia.org/resource/Anthology,http://dbpedia.org/resource/Anthology,http://dbpedia.org/resource/Anthology,http://dbpedia.org/resource/Anthology
29543,The genre of the young-adult novel bad girls is what?,http://dbpedia.org/resource/Bad_Girls_(Voigt_novel),genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Bad_Girls_(Donna_Summer_song),0.34164589643478394,http://dbpedia.org/resource/Bad_Girls_(TV_series),http://dbpedia.org/resource/Bad_Girls_(TV_series),http://dbpedia.org/resource/Bad_Girls_(TV_series),http://dbpedia.org/resource/Bad_Girls_(TV_series)
29953,Name a work of fiction.,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fiction,0.17528781294822693,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
30031,what type of book is the judas pair,http://dbpedia.org/resource/The_Judas_Pair,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Judas_Pair,0.5,http://dbpedia.org/resource/Judas_Iscariot,http://dbpedia.org/resource/Judas_Iscariot,http://dbpedia.org/resource/Judas_Iscariot,http://dbpedia.org/resource/Judas_Iscariot
30174,what book genre is  the watsons go to birmingham – 1963,http://dbpedia.org/resource/The_Watsons_Go_to_Birmingham_–_1963,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Watsons_Go_to_Birmingham_–_1963,0.5,http://dbpedia.org/resource/Watsons,http://dbpedia.org/resource/Watsons,http://dbpedia.org/resource/Watsons,http://dbpedia.org/resource/Watsons
30189,Which book is a novel?,http://dbpedia.org/resource/Novel,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Novel,0.24044084548950195,,,,
30208,who is a publisher of the computer videogame pyst,http://dbpedia.org/resource/Pyst,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Video_game,0.71132892370224,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing
30219,who was the author of a voyage to arcturus?,http://dbpedia.org/resource/A_Voyage_to_Arcturus,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/A_Voyage_to_Arcturus,0.5,http://dbpedia.org/resource/Arcturus,http://dbpedia.org/resource/Arcturus,http://dbpedia.org/resource/Arcturus,http://dbpedia.org/resource/Arcturus
30311,what literary genre is the book  eyes of the calculor,http://dbpedia.org/resource/Eyes_of_the_Calculor,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Eyes_of_the_Calculor,0.5,http://dbpedia.org/resource/Literary_genre,http://dbpedia.org/resource/Literary_genre,http://dbpedia.org/resource/Literary_genre,http://dbpedia.org/resource/Literary_genre
30325,Who is the author of the book no connection,http://dbpedia.org/resource/No_Connection,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Author,0.08102812618017197,,,,
30515,who was the published the game flipnote studio?,http://dbpedia.org/resource/Flipnote_Studio,publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Flipnote_Studio,0.5907202363014221,http://dbpedia.org/resource/Flipnote_Studio,http://dbpedia.org/resource/Flipnote_Studio,http://dbpedia.org/resource/Flipnote_Studio,http://dbpedia.org/resource/Flipnote_Studio
30726,what book is considered speculative fiction?,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Speculative_fiction,0.46874895691871643,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
30797,What type of book is ally?,http://dbpedia.org/resource/Ally_(novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Musical_theatre,0.13810694217681885,,,,
30813,what kind of book is the dancing floor,http://dbpedia.org/resource/The_Dancing_Floor,genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Dancing_Floor,0.10810811072587967,,,,
30872,which country was the movie witchville released in,http://dbpedia.org/resource/Witchville,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Witchville,0.5,,,,
30973,what is the rating of orca (film),http://dbpedia.org/resource/Detective_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Orca_(film),0.5606691837310791,http://dbpedia.org/resource/Orca_(film),http://dbpedia.org/resource/Orca_(film),http://dbpedia.org/resource/Orca_(film),http://dbpedia.org/resource/Orca_(film)
30988,Who was the author of the book called rose-marie,http://dbpedia.org/resource/Rose-Marie,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Musical_theatre,0.18563641607761383,http://dbpedia.org/resource/Rose-Marie,http://dbpedia.org/resource/Rose-Marie,http://dbpedia.org/resource/Rose-Marie,http://dbpedia.org/resource/Rose-Marie
31261,what kind of book is the gods are athirst,http://dbpedia.org/resource/The_Gods_Are_Athirst,genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Gods_Are_Athirst,0.5,,,,
31271,What type of book is the sacrifice,http://dbpedia.org/resource/The_Sacrifice_(Animorphs),genre,"[{'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Book,0.18848727643489838,,,,
31276,What is the genre of sapphique?,http://dbpedia.org/resource/Sapphique,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Sapphique,0.5,,,,
31287,which country released alfons zitterbacke,http://dbpedia.org/resource/Alfons_Zitterbacke,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Alfons_Zitterbacke,0.5,,,,
31427,what company was popular for sea dragon,http://dbpedia.org/resource/Sea_Dragon_(video_game),publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Operation_Sea_Dragon_(Vietnam_War),0.11379310488700867,http://dbpedia.org/resource/Chinese_dragon,http://dbpedia.org/resource/Chinese_dragon,http://dbpedia.org/resource/Chinese_dragon,http://dbpedia.org/resource/Chinese_dragon
31450,What was a city in winter originally written in,http://dbpedia.org/resource/A_City_in_Winter,language,"[{'Predicate': 'http://dbpedia.org/ontology/language', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/A_City_in_Winter,0.6674540042877197,http://dbpedia.org/resource/City,http://dbpedia.org/resource/City,http://dbpedia.org/resource/City,http://dbpedia.org/resource/City
